Area,County,CancerType,Sex,AgeAdjustedRate,CaseCount,Population
Louisiana,Bienville Parish,Female Breast,Female,128.2,65,36256
Louisiana,Bossier Parish,Female Breast,Female,120.3,419,314900
Louisiana,Ouachita Parish,Female Breast,Female,123.3,558,406944
Louisiana,Plaquemines Parish,Female Breast,Female,119.8,77,58438
Louisiana,St. James Parish,Female Breast,Female,131,92,55524
Louisiana,St. Helena Parish,Female Breast,Female,151.2,48,27227
Louisiana,St. Charles Parish,Female Breast,Female,130.3,198,133566
Louisiana,Lafayette Parish,Female Breast,Female,134.2,847,601496
Louisiana,Richland Parish,Female Breast,Female,122.6,81,53478
Louisiana,Sabine Parish,Female Breast,Female,130.4,100,61075
Louisiana,Webster Parish,Female Breast,Female,126.5,176,103324
Louisiana,Caddo Parish,Female Breast,Female,123.9,982,664855
Louisiana,St. Tammany Parish,Female Breast,Female,140.7,1097,631122
Louisiana,West Baton Rouge Parish,Female Breast,Female,127,90,63437
Louisiana,St. Mary Parish,Female Breast,Female,133,212,134274
Louisiana,Natchitoches Parish,Female Breast,Female,136,154,102067
Louisiana,West Feliciana Parish,Female Breast,Female,145.8,49,26331
Louisiana,Madison Parish,Female Breast,Female,151.2,54,29705
Louisiana,West Carroll Parish,Female Breast,Female,130.9,50,28090
Louisiana,Jefferson Parish,Female Breast,Female,133.7,1877,1121176
Louisiana,Iberville Parish,Female Breast,Female,133.9,131,81470
Louisiana,East Baton Rouge Parish,Female Breast,Female,132,1641,1158959
Louisiana,Acadia Parish,Female Breast,Female,120.1,216,160402
Louisiana,Catahoula Parish,Female Breast,Female,133.4,42,23756
Louisiana,De Soto Parish,Female Breast,Female,127.7,118,70001
Louisiana,Claiborne Parish,Female Breast,Female,161.8,75,36008
Louisiana,Ascension Parish,Female Breast,Female,121.3,366,295625
Louisiana,Orleans Parish,Female Breast,Female,129,1438,1001620
Louisiana,East Feliciana Parish,Female Breast,Female,152.5,87,45076
Louisiana,Iberia Parish,Female Breast,Female,125.9,272,188054
Louisiana,St. Landry Parish,Female Breast,Female,133.8,339,216955
Louisiana,Pointe Coupee Parish,Female Breast,Female,140.9,103,58004
Louisiana,St. John the Baptist Parish,Female Breast,Female,125.9,164,112388
Louisiana,Vermilion Parish,Female Breast,Female,121,212,153244
Arkansas,Sevier County,Female Breast,Female,73.4,34,43254
Arkansas,Newton County,Female Breast,Female,80.9,25,19606
Arkansas,Johnson County,Female Breast,Female,87.9,71,65481
Arkansas,Lafayette County,Female Breast,Female,86.2,22,18451
Arkansas,Nevada County,Female Breast,Female,89,27,21752
Arkansas,Hempstead County,Female Breast,Female,90.9,67,57620
Arkansas,Searcy County,Female Breast,Female,97.5,30,19690
Arkansas,Montgomery County,Female Breast,Female,94.5,34,22920
Arkansas,Pike County,Female Breast,Female,96.5,34,27490
Arkansas,Bradley County,Female Breast,Female,91.1,37,28503
Arkansas,Logan County,Female Breast,Female,95.6,75,54823
Arkansas,Hot Spring County,Female Breast,Female,96,111,80377
Arkansas,Independence County,Female Breast,Female,92.6,113,94680
Arkansas,St. Francis County,Female Breast,Female,93,70,61346
Arkansas,Crittenden County,Female Breast,Female,97.9,136,130261
Arkansas,Cross County,Female Breast,Female,107.3,59,44799
Arkansas,Ouachita County,Female Breast,Female,105.5,95,65027
Arkansas,Scott County,Female Breast,Female,106.2,36,26333
Arkansas,Chicot County,Female Breast,Female,98.8,39,28201
Arkansas,Polk County,Female Breast,Female,103.3,77,51764
Arkansas,Pope County,Female Breast,Female,104.4,188,159135
Arkansas,Prairie County,Female Breast,Female,104.3,32,21052
Arkansas,Yell County,Female Breast,Female,98.3,66,54082
Arkansas,Franklin County,Female Breast,Female,101.1,60,44874
Arkansas,Fulton County,Female Breast,Female,102.6,48,30723
Arkansas,Arkansas County,Female Breast,Female,97.5,58,47963
Arkansas,Stone County,Female Breast,Female,104.3,48,31564
Arkansas,Izard County,Female Breast,Female,106.8,59,32562
Arkansas,Monroe County,Female Breast,Female,105.6,30,19915
Arkansas,Greene County,Female Breast,Female,100,134,111289
Arkansas,Saline County,Female Breast,Female,116.2,426,291703
Arkansas,Madison County,Female Breast,Female,118.5,57,39287
Arkansas,Miller County,Female Breast,Female,112.9,151,110688
Arkansas,Columbia County,Female Breast,Female,109.5,80,62740
Arkansas,Carroll County,Female Breast,Female,118.3,134,70237
Arkansas,Clark County,Female Breast,Female,117.6,74,59239
Arkansas,Sebastian County,Female Breast,Female,120.4,459,324733
Arkansas,Jefferson County,Female Breast,Female,117,277,183893
Arkansas,Poinsett County,Female Breast,Female,111.5,88,61757
Arkansas,Benton County,Female Breast,Female,124.3,827,620145
Arkansas,Marion County,Female Breast,Female,134.9,94,41253
Arkansas,Perry County,Female Breast,Female,152.4,49,25950
Arkansas,Phillips County,Female Breast,Female,129,82,52905
Arkansas,Baxter County,Female Breast,Female,131.6,263,106213
Arkansas,Boone County,Female Breast,Female,120.2,163,94235
Arkansas,Woodruff County,Female Breast,Female,154.1,37,17960
Arkansas,White County,Female Breast,Female,115.4,274,200903
Arkansas,Conway County,Female Breast,Female,120.8,85,53351
Arkansas,Craighead County,Female Breast,Female,124.1,343,263700
Arkansas,Crawford County,Female Breast,Female,113.6,213,157017
Arkansas,Jackson County,Female Breast,Female,118.9,68,44327
Arkansas,Cleburne County,Female Breast,Female,126.8,130,64665
Arkansas,Cleveland County,Female Breast,Female,115.2,35,21448
Arkansas,Washington County,Female Breast,Female,131.9,698,549124
Arkansas,Little River County,Female Breast,Female,127.3,54,32172
Arkansas,Lonoke County,Female Breast,Female,114.5,224,179493
Arkansas,Faulkner County,Female Breast,Female,121.1,358,306953
Arkansas,Dallas County,Female Breast,Female,132.6,37,19632
Arkansas,Ashley County,Female Breast,Female,130.1,92,54158
Arkansas,Clay County,Female Breast,Female,142.4,76,39153
Arkansas,Howard County,Female Breast,Female,111,47,34939
Arkansas,Sharp County,Female Breast,Female,124.6,82,42972
Arkansas,Lincoln County,Female Breast,Female,122.1,44,27087
Arkansas,Randolph County,Female Breast,Female,114,72,44623
Arkansas,Calhoun County,Female Breast,Female,108.2,22,12758
Arkansas,Lawrence County,Female Breast,Female,113.8,69,42849
Arkansas,Lee County,Female Breast,Female,173.6,50,21560
Arkansas,Garland County,Female Breast,Female,118.8,460,252465
Arkansas,Grant County,Female Breast,Female,116.5,66,45320
Arkansas,Mississippi County,Female Breast,Female,121.4,155,113601
Arkansas,Union County,Female Breast,Female,119.3,161,103316
Arkansas,Van Buren County,Female Breast,Female,116,79,42520
Arkansas,Pulaski County,Female Breast,Female,120.7,1416,1019165
Arkansas,Desha County,Female Breast,Female,108,47,32589
Arkansas,Drew County,Female Breast,Female,113.8,67,47863
Missouri,Ozark County,Female Breast,Female,52.7,23,23330
Missouri,Oregon County,Female Breast,Female,54.3,22,27665
Missouri,Howell County,Female Breast,Female,77.8,104,103189
Missouri,Douglas County,Female Breast,Female,63.5,37,33804
Missouri,Dade County,Female Breast,Female,77.6,22,18727
Missouri,Sullivan County,Female Breast,Female,73.8,17,15714
Missouri,Gentry County,Female Breast,Female,84,25,17398
Missouri,Chariton County,Female Breast,Female,89.9,28,19140
Missouri,Polk County,Female Breast,Female,85,89,79598
Missouri,Carter County,Female Breast,Female,78.3,18,16136
Missouri,Barry County,Female Breast,Female,81.7,103,88220
Missouri,Texas County,Female Breast,Female,80.8,71,61738
Missouri,Reynolds County,Female Breast,Female,86.7,20,15612
Missouri,St. Clair County,Female Breast,Female,79.9,31,23378
Missouri,McDonald County,Female Breast,Female,90.7,57,56151
Missouri,Maries County,Female Breast,Female,94.5,30,22437
Missouri,Madison County,Female Breast,Female,90.4,38,31203
Missouri,St. Genevieve County,Female Breast,Female,91.6,56,44163
Missouri,Putnam County,Female Breast,Female,94,18,12096
Missouri,Ralls County,Female Breast,Female,100.6,34,25247
Missouri,Shannon County,Female Breast,Female,94.5,29,20854
Missouri,Andrew County,Female Breast,Female,102,60,43770
Missouri,Cedar County,Female Breast,Female,100.1,53,34846
Missouri,Barton County,Female Breast,Female,91,35,30494
Missouri,Vernon County,Female Breast,Female,92.5,65,53152
Missouri,Hickory County,Female Breast,Female,98.3,40,23903
Missouri,Laclede County,Female Breast,Female,93.5,107,89989
Missouri,Pemiscot County,Female Breast,Female,90.8,50,46340
Missouri,Dent County,Female Breast,Female,98.8,51,39137
Missouri,Stone County,Female Breast,Female,101.4,139,80547
Missouri,Stoddard County,Female Breast,Female,108,110,75837
Missouri,Washington County,Female Breast,Female,105.4,85,60824
Missouri,St. Francois County,Female Breast,Female,116.7,228,154047
Missouri,Clark County,Female Breast,Female,117.8,27,16949
Missouri,Henry County,Female Breast,Female,118.9,95,55849
Missouri,Harrison County,Female Breast,Female,102.2,32,21841
Missouri,Newton County,Female Breast,Female,118.1,220,146895
Missouri,New Madrid County,Female Breast,Female,108.2,67,47329
Missouri,Nodaway County,Female Breast,Female,107.5,61,56811
Missouri,Saline County,Female Breast,Female,117.8,94,58234
Missouri,Shelby County,Female Breast,Female,211.6,44,15411
Missouri,Ray County,Female Breast,Female,129.6,99,57410
Missouri,Macon County,Female Breast,Female,163.7,86,39056
Missouri,Mississippi County,Female Breast,Female,145,62,32511
Missouri,Moniteau County,Female Breast,Female,129.4,55,37150
Missouri,Miller County,Female Breast,Female,139.6,113,62259
Missouri,Marion County,Female Breast,Female,164.6,153,74186
Missouri,Mercer County,Female Breast,Female,Data Suppressed,Data Suppressed,9173
Missouri,Warren County,Female Breast,Female,127.8,130,83166
Missouri,Pike County,Female Breast,Female,120.8,70,41670
Missouri,Wayne County,Female Breast,Female,134.9,68,33734
Missouri,Clay County,Female Breast,Female,141.5,949,594433
Missouri,Clinton County,Female Breast,Female,142,96,50999
Missouri,Dunklin County,Female Breast,Female,129.4,136,81238
Missouri,Cole County,Female Breast,Female,137.5,322,189669
Missouri,Franklin County,Female Breast,Female,133.5,433,257016
Missouri,Greene County,Female Breast,Female,122,1048,729680
Missouri,Grundy County,Female Breast,Female,200.2,64,26588
Missouri,Christian County,Female Breast,Female,128.8,314,209657
Missouri,Platte County,Female Breast,Female,146.3,415,240762
Missouri,Pulaski County,Female Breast,Female,124,123,115379
Missouri,Randolph County,Female Breast,Female,122.2,94,59666
Missouri,St. Louis County,Female Breast,Female,148.3,4990,2630246
Missouri,Schuyler County,Female Breast,Female,Data Suppressed,Data Suppressed,11192
Missouri,Scotland County,Female Breast,Female,148.1,24,12367
Missouri,Monroe County,Female Breast,Female,106.4,33,21544
Missouri,Scott County,Female Breast,Female,118,150,100325
Missouri,Morgan County,Female Breast,Female,114.5,85,49864
Missouri,Montgomery County,Female Breast,Female,143.8,58,29293
Missouri,Callaway County,Female Breast,Female,111.4,146,108945
Missouri,Bollinger County,Female Breast,Female,134.9,50,30998
Missouri,Camden County,Female Breast,Female,122.3,222,112421
Missouri,Adair County,Female Breast,Female,164.5,111,66314
Missouri,Buchanan County,Female Breast,Female,122.9,322,222175
Missouri,Benton County,Female Breast,Female,116.5,97,47057
Missouri,Atchison County,Female Breast,Female,Data Suppressed,Data Suppressed,13566
Missouri,Boone County,Female Breast,Female,135.8,559,444711
Missouri,Caldwell County,Female Breast,Female,123.1,35,22359
Missouri,Bates County,Female Breast,Female,102.6,56,41636
Missouri,Butler County,Female Breast,Female,103.6,158,110448
Missouri,Cape Girardeau County,Female Breast,Female,134.5,313,200540
Missouri,Carroll County,Female Breast,Female,133.9,42,22893
Missouri,Phelps County,Female Breast,Female,109.5,142,107246
Missouri,Osage County,Female Breast,Female,123.6,52,32891
Missouri,St. Charles County,Female Breast,Female,135,1490,966130
Missouri,Ripley County,Female Breast,Female,111.5,55,35218
Missouri,Wright County,Female Breast,Female,117.8,75,46676
Missouri,Webster County,Female Breast,Female,109.3,117,91313
Missouri,Worth County,Female Breast,Female,Data Suppressed,Data Suppressed,5205
Missouri,Lawrence County,Female Breast,Female,136.8,165,96055
Missouri,Lafayette County,Female Breast,Female,118.2,134,82707
Missouri,Johnson County,Female Breast,Female,124.4,159,131254
Missouri,Howard County,Female Breast,Female,126,40,25439
Missouri,Iron County,Female Breast,Female,143.6,53,26108
Missouri,Jackson County,Female Breast,Female,137.8,2831,1767155
Missouri,Lewis County,Female Breast,Female,119.8,37,25221
Missouri,Jasper County,Female Breast,Female,123.2,419,301203
Missouri,Jefferson County,Female Breast,Female,131.1,860,557869
Missouri,Holt County,Female Breast,Female,116.5,21,11556
Missouri,Knox County,Female Breast,Female,Data Suppressed,Data Suppressed,10017
Missouri,St. Louis City,Female Breast,Female,125.2,1090,819222
Missouri,Lincoln County,Female Breast,Female,121.7,183,135279
Missouri,Livingston County,Female Breast,Female,107.6,60,41646
Missouri,Linn County,Female Breast,Female,114.8,54,31714
Missouri,Pettis County,Female Breast,Female,117.1,158,107003
Missouri,Perry County,Female Breast,Female,111.3,65,47940
Missouri,DeKalb County,Female Breast,Female,113.3,34,23218
Missouri,Crawford County,Female Breast,Female,129,104,61789
Missouri,Daviess County,Female Breast,Female,159.7,42,20599
Missouri,Audrain County,Female Breast,Female,113.6,95,70063
Missouri,Cass County,Female Breast,Female,136.4,429,258770
Missouri,Dallas County,Female Breast,Female,103.1,60,41430
Missouri,Gasconade County,Female Breast,Female,145.6,79,37322
Missouri,Cooper County,Female Breast,Female,179.1,94,41851
Missouri,Taney County,Female Breast,Female,107.6,199,138451
Iowa,Appanoose County,Female Breast,Female,63.3,34,32075
Iowa,Wayne County,Female Breast,Female,64.6,18,16322
Iowa,Wright County,Female Breast,Female,85.3,41,32213
Iowa,Cherokee County,Female Breast,Female,83.4,42,29351
Iowa,Hancock County,Female Breast,Female,83,35,27480
Iowa,Henry County,Female Breast,Female,85.1,57,48472
Iowa,Audubon County,Female Breast,Female,88.5,21,14768
Iowa,Union County,Female Breast,Female,93.2,45,32056
Iowa,Sac County,Female Breast,Female,97.1,38,25513
Iowa,Fremont County,Female Breast,Female,97.2,30,17656
Iowa,Floyd County,Female Breast,Female,86.2,50,40645
Iowa,Howard County,Female Breast,Female,98.6,28,23510
Iowa,Lyon County,Female Breast,Female,97.7,37,29008
Iowa,Mahaska County,Female Breast,Female,89.8,68,55396
Iowa,Davis County,Female Breast,Female,104.3,29,22226
Iowa,Cass County,Female Breast,Female,100.2,54,34105
Iowa,Adair County,Female Breast,Female,98.9,25,18413
Iowa,Sioux County,Female Breast,Female,109.5,103,86126
Iowa,Mitchell County,Female Breast,Female,105.8,37,27040
Iowa,Taylor County,Female Breast,Female,106,22,15488
Iowa,Plymouth County,Female Breast,Female,100,83,62907
Iowa,Monroe County,Female Breast,Female,98.7,27,19922
Iowa,Page County,Female Breast,Female,103.2,65,36855
Iowa,Des Moines County,Female Breast,Female,108.7,153,102379
Iowa,Emmet County,Female Breast,Female,99.4,32,24188
Iowa,Keokuk County,Female Breast,Female,100.2,36,25527
Iowa,Jackson County,Female Breast,Female,107.4,75,48856
Iowa,Louisa County,Female Breast,Female,100.4,35,27495
Iowa,Marshall County,Female Breast,Female,109,148,100596
Iowa,Ida County,Female Breast,Female,102,25,17441
Iowa,Delaware County,Female Breast,Female,123.1,70,43482
Iowa,Crawford County,Female Breast,Female,112.4,51,41891
Iowa,Clay County,Female Breast,Female,111.3,64,41922
Iowa,Carroll County,Female Breast,Female,121.7,87,52302
Iowa,Bremer County,Female Breast,Female,125.4,99,62697
Iowa,Boone County,Female Breast,Female,122,110,65286
Iowa,Buchanan County,Female Breast,Female,112.1,75,52940
Iowa,Calhoun County,Female Breast,Female,125.2,40,23793
Iowa,Buena Vista County,Female Breast,Female,111.4,67,50642
Iowa,Cedar County,Female Breast,Female,118.1,76,46111
Iowa,Worth County,Female Breast,Female,133,32,18743
Iowa,Dallas County,Female Breast,Female,133.4,262,198077
Iowa,Decatur County,Female Breast,Female,152.6,38,20242
Iowa,Clinton County,Female Breast,Female,134.3,225,122059
Iowa,Winnebago County,Female Breast,Female,156.3,56,26854
Iowa,Clayton County,Female Breast,Female,132.3,80,44198
Iowa,Adams County,Female Breast,Female,138.8,18,9607
Iowa,Warren County,Female Breast,Female,142.3,204,122276
Iowa,Washington County,Female Breast,Female,128.7,95,55822
Iowa,Benton County,Female Breast,Female,135.4,115,64519
Iowa,Black Hawk County,Female Breast,Female,140.2,526,338976
Iowa,Allamakee County,Female Breast,Female,129.4,64,34284
Iowa,Butler County,Female Breast,Female,141.5,71,37474
Iowa,Cerro Gordo County,Female Breast,Female,143,230,110593
Iowa,Clarke County,Female Breast,Female,132.3,39,23088
Iowa,Chickasaw County,Female Breast,Female,118.7,52,30401
Iowa,OBrien County,Female Breast,Female,116.2,56,34920
Iowa,Muscatine County,Female Breast,Female,117.9,157,107691
Iowa,Pocahontas County,Female Breast,Female,120.2,30,17724
Iowa,Polk County,Female Breast,Female,124,1546,1168875
Iowa,Pottawattamie County,Female Breast,Female,113.7,343,236621
Iowa,Ringgold County,Female Breast,Female,110.1,24,12686
Iowa,Tama County,Female Breast,Female,121.1,73,43995
Iowa,Poweshiek County,Female Breast,Female,148.8,91,47408
Iowa,Story County,Female Breast,Female,134,276,227011
Iowa,Mills County,Female Breast,Female,171.2,83,37074
Iowa,Palo Alto County,Female Breast,Female,166.8,45,23056
Iowa,Montgomery County,Female Breast,Female,126.2,47,26467
Iowa,Osceola County,Female Breast,Female,132,25,15230
Iowa,Scott County,Female Breast,Female,123.9,627,434703
Iowa,Monona County,Female Breast,Female,203.2,65,22641
Iowa,Shelby County,Female Breast,Female,135.9,62,30135
Iowa,Webster County,Female Breast,Female,125.3,155,89876
Iowa,Lee County,Female Breast,Female,112.7,141,87012
Iowa,Jones County,Female Breast,Female,113.4,75,49253
Iowa,Linn County,Female Breast,Female,137.9,875,552890
Iowa,Kossuth County,Female Breast,Female,112.8,61,38159
Iowa,Jefferson County,Female Breast,Female,116.1,72,40153
Iowa,Johnson County,Female Breast,Female,130.4,406,356934
Iowa,Guthrie County,Female Breast,Female,129,49,26720
Iowa,Hamilton County,Female Breast,Female,121.1,63,38455
Iowa,Hardin County,Female Breast,Female,123,83,43172
Iowa,Greene County,Female Breast,Female,126.1,42,23116
Iowa,Grundy County,Female Breast,Female,148.6,72,31338
Iowa,Fayette County,Female Breast,Female,114.1,84,50548
Iowa,Franklin County,Female Breast,Female,135.9,45,25896
Iowa,Dubuque County,Female Breast,Female,134.4,398,243528
Iowa,Dickinson County,Female Breast,Female,132.7,97,42508
Iowa,Wapello County,Female Breast,Female,134,158,89670
Iowa,Van Buren County,Female Breast,Female,139.4,37,18151
Iowa,Winneshiek County,Female Breast,Female,116.6,77,52258
Iowa,Woodbury County,Female Breast,Female,116.8,335,258850
Iowa,Harrison County,Female Breast,Female,144.3,69,35858
Iowa,Jasper County,Female Breast,Female,121.8,148,89681
Iowa,Madison County,Female Breast,Female,118.8,58,39214
Iowa,Humboldt County,Female Breast,Female,126.9,45,24389
Iowa,Lucas County,Female Breast,Female,164.6,48,21448
Iowa,Marion County,Female Breast,Female,134.5,139,83200
Iowa,Iowa County,Female Breast,Female,124.7,67,40930